Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,4.627500057220459,4.65500020980835,4.527500152587891,4.622499942779541,4.243394374847412,80020400
2010-01-05,4.605000019073486,4.739999771118164,4.605000019073486,4.690000057220459,4.305359363555908,72864800
2010-01-06,4.6875,4.730000019073486,4.642499923706055,4.71999979019165,4.332898139953613,64916800
2010-01-07,4.695000171661377,4.715000152587891,4.59250020980835,4.627500057220459,4.24798583984375,54779200
2010-01-08,4.590000152587891,4.670000076293945,4.5625,4.637499809265137,4.257164478302002,47816800
2010-01-11,4.662499904632568,4.682499885559082,4.507500171661377,4.572500228881836,4.197494983673096,55661200
2010-01-12,4.505000114440918,4.522500038146973,4.322500228881836,4.417500019073486,4.055206775665283,62743200
2010-01-13,4.447500228881836,4.492499828338623,4.275000095367432,4.477499961853027,4.110286235809326,50886800
2010-01-14,4.422500133514404,4.454999923706055,4.332499980926514,4.40749979019165,4.046027660369873,60852400
2010-01-15,4.375,4.412499904632568,4.21999979019165,4.277500152587891,3.9266884326934814,81819200
2010-01-19,4.244999885559082,4.385000228881836,4.232500076293945,4.357500076293945,4.000128746032715,54532800
2010-01-20,4.302499771118164,4.357500076293945,4.244999885559082,4.340000152587891,3.9840641021728516,71972800
2010-01-21,4.337500095367432,4.414999961853027,4.222499847412109,4.262499809265137,3.9129199981689453,60863200
2010-01-22,4.212500095367432,4.289999961853027,4.090000152587891,4.114999771118164,3.7775163650512695,106791600
2010-01-25,4.182499885559082,4.264999866485596,4.152500152587891,4.184999942779541,3.841775894165039,64367600
2010-01-26,4.164999961853027,4.192500114440918,4.050000190734863,4.052499771118164,3.720142364501953,71463600
2010-01-27,4.050000190734863,4.177499771118164,4.005000114440918,4.162499904632568,3.8211209774017334,81250400
2010-01-28,4.195000171661377,4.210000038146973,3.9649999141693115,4.022500038146973,3.6926028728485107,68776400
2010-01-29,4.067500114440918,4.112500190734863,3.7874999046325684,3.8475000858306885,3.5319550037384033,77470000
2010-02-01,3.862499952316284,4.150000095367432,3.8299999237060547,4.142499923706055,3.8027615547180176,94983200
2010-02-02,4.127500057220459,4.237500190734863,4.114999771118164,4.184999942779541,3.841775894165039,84981200
2010-02-03,4.147500038146973,4.237500190734863,4.127500057220459,4.21999979019165,3.873905897140503,56229600
2010-02-04,4.182499885559082,4.182499885559082,3.930000066757202,3.9749999046325684,3.6489977836608887,78348000
2010-02-05,3.9700000286102295,4.065000057220459,3.9000000953674316,4.054999828338623,3.7224373817443848,60485600
