Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,15.960000038146973,16.19333267211914,15.826666831970215,16.18000030517578,13.435037612915039,897150
2010-01-05,16.17333221435547,16.446666717529297,16.073333740234375,16.440000534057617,13.65092658996582,831300
2010-01-06,16.34666633605957,16.713333129882812,16.239999771118164,16.67333221435547,13.844675064086914,1135800
2010-01-07,16.600000381469727,16.633333206176758,16.393333435058594,16.573333740234375,13.761638641357422,1047000
2010-01-08,16.51333236694336,16.586666107177734,16.219999313354492,16.393333435058594,13.612177848815918,694650
2010-01-11,16.53333282470703,16.53333282470703,16.166667938232422,16.35333251953125,13.578961372375488,753000
2010-01-12,16.15333366394043,16.266666412353516,15.80666732788086,16.03333282470703,13.313249588012695,693750
2010-01-13,16.573333740234375,16.666667938232422,16.273332595825195,16.633333206176758,13.811460494995117,1106700
2010-01-14,16.67333221435547,16.80666732788086,16.53333282470703,16.739999771118164,13.900028228759766,726900
2010-01-15,16.68666648864746,16.82666778564453,16.5,16.53333282470703,13.728425025939941,808650
2010-01-19,16.520000457763672,16.799999237060547,16.479999542236328,16.700000762939453,13.8668212890625,504300
2010-01-20,16.49333381652832,16.8799991607666,16.46666717529297,16.753332138061523,13.911103248596191,945450
2010-01-21,16.85333251953125,18.020000457763672,16.85333251953125,17.81333351135254,14.79127311706543,2916000
2010-01-22,17.69333267211914,17.926666259765625,17.46666717529297,17.633333206176758,14.641805648803711,2466000
2010-01-25,17.793333053588867,17.84000015258789,17.166667938232422,17.520000457763672,14.547697067260742,1021200
2010-01-26,17.440000534057617,17.799999237060547,17.35333251953125,17.373332977294922,14.425922393798828,1080300
2010-01-27,17.373332977294922,17.566667556762695,17.14666748046875,17.50666618347168,14.536633491516113,1248750
2010-01-28,17.586666107177734,17.586666107177734,17.0,17.126667022705078,14.221095085144043,1117800
2010-01-29,17.19333267211914,17.5,16.760000228881836,16.873332977294922,14.010741233825684,1372500
2010-02-01,16.940000534057617,17.139999389648438,16.82666778564453,17.053333282470703,14.160202980041504,2103300
2010-02-02,17.100000381469727,17.719999313354492,17.079999923706055,17.573333740234375,14.59199047088623,1239750
2010-02-03,17.633333206176758,18.206666946411133,17.633333206176758,17.81999969482422,14.796809196472168,2369100
2010-02-04,17.65999984741211,17.773332595825195,17.040000915527344,17.040000915527344,14.14913558959961,1688100
2010-02-05,17.073333740234375,17.213333129882812,16.46666717529297,16.780000686645508,13.933247566223145,2650050
2010-02-08,16.793333053588867,17.01333236694336,16.53333282470703,16.84000015258789,13.983062744140625,1080300
2010-02-09,17.086666107177734,17.246667861938477,16.933332443237305,17.02666664123535,14.138063430786133,1268850
2010-02-10,16.946666717529297,17.3799991607666,16.926666259765625,17.166667938232422,14.254319190979004,1081350
2010-02-11,17.086666107177734,17.200000762939453,16.979999542236328,17.100000381469727,14.198952674865723,946800
2010-02-12,16.866666793823242,17.286666870117188,16.866666793823242,17.273332595825195,14.342884063720703,874200
2010-02-16,17.3799991607666,17.579999923706055,17.139999389648438,17.52666664123535,14.553238868713379,706350
2010-02-17,17.553333282470703,17.65333366394043,17.453332901000977,17.6200008392334,14.630742073059082,1345800
2010-02-18,17.606666564941406,17.65999984741211,17.420000076293945,17.566667556762695,14.586453437805176,803100
